8.878714555	28133.33146	1.418860893	218147.3258
8.876314702	41955.90846	2.037506999	446484.3254
8.860771666	55439.23515	2.706164764	673018.9369
8.838843818	5950.166379	10.50548069	357700.908
8.817354585	7763.998749	6.438113075	215073.3143
8.803929159	3916.390851	2.297559871	54132.27916
8.798408684	9544.312732	6.030619492	295030.374
8.785459818	8824.384509	3.909653	175827.0139
8.778391957	6892.707038	2.387684365	99007.97629
8.768643695	4436.996917	1.953105134	43562.58452
8.756370921	14671.80759	3.086792189	232686.9267
8.741094753	9411.479219	1.187145563	46701.94418
8.737293886	21770.48905	3.466658003	414934.483
8.723798813	5619315.84	1.374859408	42922147.11
8.721302873	8234773.717	1.657889509	77319621.91
8.706830935	7082049.539	1.865542056	65332083.88
8.704624655	6008674.135	1.486690681	49340564.91
8.682678781	19275.0328	3.449406713	379639.5106
8.666446294	28139.29984	3.40480699	540415.5906
8.662011568	8830.863677	2.042271829	116775.5516
8.64779788	4557.918599	1.698185934	48172.50051
8.636893815	5472.013655	3.274523959	99570.70619
8.618989426	4542.967997	3.417938703	79884.69112
8.601216038	6424.914165	4.679010825	171653.7339
8.591347878	2829.185043	2.851814869	33725.29691
8.584747963	35259.47191	0.9251589201	190812.7006
8.578411294	24545.32841	0.8916235074	124963.2271
8.57139425	23432.38129	1.064736653	141261.2424
8.564836402	65551.92074	1.295154053	510752.2619
8.562652388	34196.70669	1.865923375	367844.9407
8.547675776	50997.46983	2.413461204	627458.3369
8.472113796	2108.565446	84.58386934	1072946.535
8.425290145	11852.41036	1.420844537	94720.54462
8.421973401	6691.790199	0.9896571296	34774.83756
8.418101336	5521.273216	0.9937393261	28327.72365
8.411373272	9689.950091	1.347476692	74554.63989
8.406138457	12143.20923	1.488713575	92782.32273
8.385987947	3582.193723	2.54570931	53724.71684
8.382849317	1612.687922	0.4986916868	3361.673736
8.371298189	4982.034092	1.847749268	55017.84999
8.366465989	3589.776681	1.161309317	22664.06797
8.210851696	9706.004125	2.38708695	150018.1862
8.203481733	2179.698642	0.5130957231	4674.852875
8.196844967	10791.36276	2.051884431	129820.9474
8.188903293	42323.69282	1.629143424	420822.8286
8.18244415	47668.83332	0.9544379941	250802.1622
8.178144362	26062.53286	0.9698017965	140454.561
8.175788969	28584.79231	1.049205407	166660.1636
8.170593163	49104.9106	1.32537672	358104.3374
8.162957796	4623.52145	1.788139343	37717.45901
8.077493534	30100.9912	1.049334535	151057.0434
8.074768073	41748.44746	2.103232726	495972.2219
8.061617967	44071.127	1.286691627	315111.9505
8.058727407	41965.45993	1.511023901	313563.7343
8.031331197	8577.422053	5.16916644	273519.0752
8.014505445	9542.445212	4.934196221	261832.5543
8.006583062	1954.465516	0.5779174969	7313.563823
8.002434017	5649.64281	1.737646111	53096.68207
7.998746887	5242.266474	1.501985881	44959.01816
7.994171854	10492.98875	3.53654781	207063.3651
7.98261381	10897.90244	2.642781897	177670.1881
7.979068911	7470.812549	1.667318541	60477.543
7.975000725	6042.059722	1.458432592	46271.05596
7.970817371	5377.199678	1.502389011	47387.58326
7.967195254	6352.810633	1.481298864	47973.84661
7.963309617	4644.664698	0.4617657503	12141.12993
7.955152847	3581.123085	1.679499923	26146.73256
7.951529467	9411.790103	2.313234368	116081.2977
7.936938381	31771.05783	1.936983047	304926.9673
7.934544361	13121.59151	0.902587395	54941.00248
7.920796872	7563569.784	1.532295536	65283011.63
7.917479214	6867056.901	1.481789436	58660908.21
7.905192561	8194262.488	1.373541079	57301759.72
7.902265197	8068340.103	1.369712867	57810021.02
7.893370732	26904.66412	1.457547826	253913.3813
7.888984472	3275.179208	1.271263637	17403.78831
7.883325655	64875.61281	2.006859835	734212.0809
7.878444423	40786.95094	0.8664412197	204587.1617
7.876249876	31555.85241	1.041547758	197725.441
7.87194428	51828.82355	1.257459585	372132.2094
7.865792325	59006.45374	1.546241631	507006.0235
7.861658204	27252.97153	2.288280425	351316.1535
7.858098105	44622.21333	2.045442083	533458.2823
7.850435466	31125.21209	2.400944424	441423.9345
7.847418129	26404.66945	0.7542586434	116785.3807
7.84205671	18051.51636	1.709552321	182655.6006
7.838933748	25570.6742	2.68345832	381305.6807
7.836404387	28747.14529	0.8545356476	138760.4573
7.833882947	53831.09198	0.983385708	293943.351
7.828075922	28936.49118	6.51994957	1120240.053
7.822905719	12358.95852	1.041547758	83348.20734
7.819498488	13417.44233	0.5152402363	32664.34369
7.81639562	133245.9865	2.236832683	1594832.046
7.807051359	6427.194108	0.6228597705	16733.42328
7.801413846	84518.39468	1.906328984	750818.6858
7.794896937	57172.98924	2.946000044	910195.9906
7.790441502	36299.21627	1.623292094	345469.338
7.783106753	9247.076957	0.7245081836	38254.24564
7.778480247	87727.21432	1.175811865	510075.7583
7.776174962	99862.77003	1.041547758	546161.186
7.761457803	39618519.81	0.9657884554	225401415
7.751011076	76100.01421	0.8873492175	375519.5391
7.743136886	150556.6684	1.852769457	1480275.918
7.737631729	45241.19073	1.540619326	397979.996
7.734336027	28928.21264	1.802191872	296217.6435
7.730453809	24370.8459	1.361678412	184408.6967
7.728295518	6673.599092	0.3090577792	11461.35687
7.72486792	44301.01354	1.003870742	239191.5022
7.722496705	64987.0843	2.63134242	955209.6608
7.718147898	39629.07783	2.148310039	473093.7022
7.713923795	35280.49846	1.13094044	203409.1049
7.711301598	45019.22487	1.516604187	403019.7957
7.708940845	19640.53731	1.065856533	118048.4681
7.705560782	20499.14202	1.48674205	171700.1197
7.69778513	116099.1472	5.36458971	2864394.172
7.693358656	66002.69167	15.88722503	4383114.27
7.693112665	4291412.73	0.9432662929	21750809.08
7.690298078	4336945.055	0.8166030647	19623355.61
7.679326382	6784006.293	0.8327546878	32425174.5
7.67656696	9594007.827	0.9207126161	50493511.75
7.673827375	3915395.733	0.8374731184	17719758.9
7.662812414	7215385.351	0.9122155991	38688153.65
7.659706526	7071161.792	0.7366862593	29544164.44
7.652108648	45304.47455	0.4972299045	111393.7552
7.638905069	218845.8813	3.387813108	3439367.82
7.633554986	6482610.352	0.9851181312	33214287.48
7.63091187	7397569.499	0.880027636	38996868.29
7.61981063	1780678.452	0.521816173	5021278.482
7.617354148	10061304.46	1.778215856	99734703.03
7.614974378	3555913.42	0.4562717698	7765349.755
7.603837704	4006798.197	0.9484767348	21616757.92
7.60126623	3752917.211	0.8762228669	17939610.7
7.596201748	15594.14162	0.3486690682	28794.86325
7.593497681	32212.35607	1.041547758	191572.671
7.590810049	66966.22069	1.56162664	501125.0641
7.580691463	2794.288827	0.8857475354	13753.63483
7.57778518	19715.80484	3.134066387	267736.8011
7.570301477	85309.50836	3.602061902	1634894.555
7.56307864	4873.269433	0.8137200416	23249.36105
7.559947041	21139.70784	1.845029722	222707.182
7.557107294	45079.42252	1.031209458	279658.9224
7.555073076	75544.71607	1.515203846	671105.4153
